datetime,s301081281107010,s301081281107020,s301081281107040,s301081281107050,s301081281107055,s301081281107060,s301081281107070,s301081281107090,s301081281107100,s301081281107110,s301081281107135,s301081281107145,s301081281107150,s301081281107160,s301081281107170,s301081281107180,s301081281107195,s301081281107200,s301081281107210,s301081281107220,s301081281107230,s301081281107240,s301081281107250,s301081281107260,s301081281107280,s301081281107290,s301081281107300,s301081281107320,s301081281107330,s301081281107350,s301081281107360,s301081281107370,s301081281107400
2016/08/27 01:00,,143.4,60.93,33.46,22.74,10.9,4.92,0.45,,,61.54,,206.08,71.74,31.34,495.74,398.55,342.92,248.01,100.64,74.79,33.55,187.28,142.98,27.93,22.78,14.28,34.78,10.28,13.25,8.08,2.75,0.39
2016/08/27 02:00,,143.39,60.91,33.46,22.79,10.98,4.97,0.38,,,61.53,,206.09,71.79,31.33,495.73,398.55,342.91,248,100.63,74.78,33.56,187.27,142.97,28.03,22.78,14.29,34.87,10.28,13.26,8.07,2.76,0.35
2016/08/27 03:00,,143.35,60.91,33.45,22.8,11.03,5.03,0.31,,,61.52,,206.07,71.86,31.32,495.72,398.55,342.91,248,100.62,74.79,33.56,187.27,142.95,28.03,22.77,14.29,34.9,10.31,13.23,8.05,2.77,0.33
2016/08/27 04:00,,143.35,60.9,33.44,22.81,11.06,5.11,0.28,,,61.51,,206.07,71.79,31.31,495.72,398.54,342.91,248,100.61,74.79,33.55,187.26,142.95,28,22.78,14.29,34.9,10.34,13.19,8.04,2.77,0.33
2016/08/27 05:00,,143.35,60.9,33.43,22.81,11.06,5.18,0.31,,,61.5,,206.06,71.84,31.3,495.71,398.54,342.9,248.01,100.6,74.77,33.56,187.26,142.94,27.97,22.79,14.29,34.91,10.38,13.17,8.03,2.76,0.33
2016/08/27 06:00,,143.34,60.88,33.42,22.81,11.06,5.25,0.33,,,61.5,,206.06,71.83,31.3,495.71,398.54,342.9,248,100.58,74.79,33.54,187.26,142.93,27.93,22.79,14.29,34.9,10.43,13.15,8.02,2.74,0.33
2016/08/27 07:00,,143.35,60.87,33.4,22.79,11.05,5.29,0.39,,,61.5,,206.05,71.84,31.3,495.7,398.54,342.89,247.99,100.58,74.78,33.54,187.25,142.92,27.9,22.78,14.28,34.89,10.46,13.13,8,2.72,0.34
2016/08/27 08:00,,143.36,60.85,33.38,22.78,11.02,5.32,0.48,,,61.49,,206.04,71.79,31.29,495.7,398.53,342.89,247.99,100.57,74.76,33.54,187.25,142.92,27.87,22.78,14.27,34.91,10.49,13.11,7.99,2.69,0.34
2016/08/27 09:00,,143.35,60.85,33.37,22.77,10.99,5.33,0.54,,,61.49,,206.04,71.83,31.29,495.69,398.53,342.89,247.99,100.56,74.76,33.54,187.25,142.91,27.85,22.78,14.26,34.84,10.51,13.09,7.97,2.65,0.35
2016/08/27 10:00,,143.35,60.83,33.36,22.76,10.96,5.32,0.6,,,61.48,,206.04,71.82,31.29,495.69,398.53,342.88,248,100.54,74.75,33.53,187.25,142.91,27.83,22.78,14.26,34.8,10.52,13.08,7.96,2.62,0.38
2016/08/27 11:00,,143.33,60.83,33.35,22.75,10.93,5.31,0.66,,,61.48,,206.03,71.74,31.29,495.68,398.53,342.88,247.99,100.53,74.76,33.52,187.24,142.9,27.81,22.78,14.25,34.75,10.52,13.06,7.95,2.59,0.4
2016/08/27 12:00,,143.33,60.83,33.34,22.74,10.9,5.28,0.67,,,61.47,,206.02,71.81,31.29,495.68,398.52,342.88,247.99,100.52,74.74,33.51,187.24,142.9,27.79,22.78,14.23,34.72,10.52,13.05,7.94,2.56,0.42
2016/08/27 13:00,,143.36,60.82,33.33,22.73,10.87,5.25,0.65,,,61.47,,206.03,71.78,31.29,495.68,398.52,342.87,247.97,100.51,74.72,33.51,187.24,142.9,27.77,22.78,14.23,34.7,10.52,13.04,7.92,2.54,0.45
2016/08/27 14:00,,143.35,60.78,33.32,22.72,10.85,5.22,0.7,,,61.47,,206.02,71.8,31.29,495.67,398.52,342.87,247.99,100.5,74.72,33.49,187.24,142.9,27.75,22.78,14.22,34.69,10.51,13.03,7.91,2.52,0.43
2016/08/27 15:00,,143.35,60.78,33.3,22.71,10.84,5.17,0.67,,,61.47,,206.01,71.79,31.28,495.67,398.52,342.87,247.97,100.5,74.71,33.49,187.23,142.89,27.74,22.77,14.21,34.66,10.5,13,7.9,2.49,0.46
2016/08/27 16:00,,143.36,60.79,33.28,22.69,10.82,5.12,0.71,,,61.47,,206.01,71.8,31.28,495.67,398.51,342.86,247.98,100.49,74.72,33.48,187.24,142.89,27.73,22.77,14.2,34.64,10.48,12.99,7.88,2.48,0.44
2016/08/27 17:00,,143.34,60.78,33.27,22.68,10.8,5.07,0.71,,,61.46,,206.02,71.77,31.27,495.66,398.51,342.86,247.98,100.48,74.69,33.48,187.23,142.88,27.71,22.76,14.2,34.65,10.46,12.98,7.87,2.46,0.46
2016/08/27 18:00,,143.35,60.78,33.26,22.67,10.76,5.04,0.72,,,61.46,,206.01,71.81,31.27,495.66,398.51,342.86,247.97,100.47,74.69,33.47,187.23,142.88,27.7,22.76,14.19,34.64,10.44,12.97,7.86,2.45,0.48
2016/08/27 19:00,,143.35,60.78,33.25,22.66,10.74,4.99,0.78,,,61.46,,205.99,71.88,31.27,495.65,398.5,342.85,247.95,100.46,74.69,33.46,187.23,142.88,27.69,22.75,14.18,34.62,10.41,12.96,7.84,2.43,0.51
2016/08/27 20:00,,143.34,60.77,33.24,22.64,10.71,4.95,0.83,,,61.45,,205.96,71.85,31.26,495.65,398.5,342.85,247.96,100.46,74.68,33.45,187.22,142.87,27.68,22.74,14.17,34.61,10.39,12.95,7.83,2.42,0.58
2016/08/27 21:00,,143.36,60.75,33.23,22.64,10.69,4.91,0.85,,,61.45,,205.94,71.81,31.26,495.65,398.5,342.85,247.95,100.45,74.67,33.45,187.22,142.87,27.67,22.74,14.17,34.59,10.37,12.95,7.83,2.41,0.64
2016/08/27 22:00,,143.37,60.76,33.23,22.63,10.68,4.88,0.82,,,61.45,,205.92,71.82,31.26,495.64,398.49,342.84,247.95,100.44,74.67,33.45,187.22,142.86,27.66,22.73,14.16,34.58,10.35,12.95,7.82,2.4,0.6
2016/08/27 23:00,,143.36,60.77,33.22,22.62,10.67,4.84,0.77,,,61.45,,205.89,71.79,31.26,495.64,398.49,342.84,247.94,100.43,74.67,33.44,187.21,142.86,27.65,22.73,14.15,34.56,10.34,12.94,7.82,2.38,0.58
2016/08/28 00:00,,143.35,60.76,33.22,22.62,10.65,4.81,0.71,,,61.44,,205.88,71.83,31.26,495.63,398.49,342.83,247.93,100.42,74.67,33.44,187.21,142.86,27.64,22.73,14.14,34.56,10.32,12.94,7.81,2.37,0.54
2016/08/28 01:00,,143.35,60.77,33.21,22.61,10.64,4.78,0.62,,,61.44,,205.88,71.83,31.25,495.63,398.49,342.83,247.93,100.42,74.66,33.43,187.21,142.85,27.63,22.72,14.14,34.55,10.31,12.94,7.81,2.36,0.45
2016/08/28 02:00,,143.34,60.76,33.21,22.61,10.63,4.76,0.49,,,61.44,,205.87,71.84,31.25,495.63,398.48,342.83,247.93,100.41,74.66,33.44,187.21,142.85,27.63,22.72,14.13,34.53,10.29,12.94,7.8,2.35,0.38
2016/08/28 03:00,,143.34,60.77,33.2,22.6,10.62,4.74,0.38,,,61.44,,205.87,71.77,31.25,495.63,398.48,342.82,247.93,100.4,74.66,33.43,187.2,142.85,27.62,22.72,14.12,34.52,10.28,12.94,7.8,2.33,0.27
2016/08/28 04:00,,143.34,60.76,33.2,22.6,10.61,4.72,0.28,,,61.44,,205.86,71.76,31.25,495.62,398.48,342.82,247.92,100.4,74.66,33.42,187.2,142.85,27.62,22.72,14.13,34.52,10.26,12.94,7.8,2.32,0.2
2016/08/28 05:00,,143.34,60.75,33.2,22.59,10.6,4.69,0.24,,,61.44,,205.86,71.78,31.25,495.62,398.48,342.82,247.92,100.39,74.65,33.43,187.2,142.84,27.61,22.71,14.12,34.5,10.25,12.93,7.79,2.31,0.16
2016/08/28 06:00,,143.27,60.75,33.2,22.59,10.59,4.67,0.22,,,61.44,,205.87,71.78,31.25,495.62,398.47,342.81,247.91,100.38,74.64,33.42,187.2,142.84,27.61,22.72,14.12,34.49,10.24,12.93,7.79,2.3,0.13
2016/08/28 07:00,,143.29,60.75,33.19,22.59,10.59,4.66,0.22,,,61.44,,205.87,71.76,31.25,495.61,398.47,342.81,247.91,100.37,74.64,33.42,187.2,142.84,27.6,22.71,14.15,34.49,10.23,12.93,7.78,2.29,0.11
2016/08/28 08:00,,143.3,60.7,33.19,22.58,10.58,4.64,0.25,,,61.43,,205.87,71.79,31.25,495.61,398.47,342.8,247.91,100.37,74.63,33.41,187.2,142.84,27.6,22.71,14.11,34.49,10.22,12.93,7.78,2.28,0.1
2016/08/28 09:00,,143.3,60.66,33.18,22.58,10.57,4.62,0.31,,,61.43,,205.85,71.77,31.25,495.61,398.46,342.8,247.91,100.36,74.63,33.41,187.2,142.83,27.59,22.71,14.1,34.48,10.21,12.93,7.78,2.27,0.13
2016/08/28 10:00,,143.32,60.67,33.15,22.57,10.56,4.61,0.4,,,61.43,,205.83,71.82,31.25,495.61,398.46,342.8,247.9,100.35,74.63,33.41,187.19,142.83,27.59,22.71,14.1,34.47,10.2,12.92,7.78,2.26,0.17
2016/08/28 11:00,,143.31,60.66,33.12,22.56,10.54,4.59,0.51,,,61.43,,205.8,71.79,31.25,495.61,398.46,342.8,247.9,100.35,74.62,33.4,187.2,142.83,27.59,22.71,14.1,34.46,10.19,12.92,7.77,2.25,0.24
2016/08/28 12:00,,143.31,60.66,33.12,22.54,10.48,4.58,0.51,,,61.43,,205.79,71.8,31.25,495.61,398.46,342.79,247.9,100.34,74.63,33.4,187.19,142.83,27.58,22.71,14.1,34.44,10.18,12.91,7.77,2.24,0.3
2016/08/28 13:00,,143.32,60.65,33.11,22.53,10.48,4.56,0.59,,,61.43,,205.76,71.78,31.25,495.61,398.45,342.79,247.89,100.34,74.62,33.39,187.19,142.83,27.58,22.71,14.09,34.43,10.17,12.91,7.77,2.22,0.35
2016/08/28 14:00,,143.32,60.64,33.1,22.51,10.5,4.52,0.59,,,61.43,,205.73,71.72,31.24,495.6,398.45,342.79,247.89,100.33,74.62,33.39,187.19,142.83,27.57,22.71,14.09,34.46,10.17,12.9,7.77,2.21,0.38
2016/08/28 15:00,,143.32,60.64,33.09,22.5,10.46,4.5,0.62,,,61.43,,205.72,71.71,31.24,495.6,398.45,342.79,247.88,100.32,74.61,33.38,187.19,142.82,27.57,22.7,14.09,34.51,10.16,12.9,7.77,2.2,0.39
2016/08/28 16:00,,143.32,60.63,33.09,22.49,10.43,4.48,0.58,,,61.43,,205.73,71.64,31.24,495.6,398.44,342.78,247.88,100.32,74.61,33.38,187.19,142.82,27.57,22.7,14.08,34.51,10.15,12.9,7.76,2.19,0.38
2016/08/28 17:00,,143.33,60.65,33.08,22.47,10.4,4.45,0.54,,,61.43,,205.74,71.61,31.24,495.6,398.44,342.78,247.88,100.32,74.61,33.38,187.19,142.82,27.56,22.7,14.08,34.48,10.14,12.9,7.76,2.19,0.38
2016/08/28 18:00,,143.33,60.63,33.08,22.45,10.38,4.43,0.57,,,61.43,,205.74,71.68,31.25,495.6,398.44,342.78,247.88,100.31,74.6,33.37,187.19,142.82,27.56,22.7,14.08,34.44,10.13,12.9,7.77,2.18,0.36
2016/08/28 19:00,,143.33,60.64,33.08,22.45,10.36,4.41,0.55,,,61.43,,205.73,71.69,31.27,495.6,398.44,342.78,247.88,100.31,74.61,33.37,187.19,142.82,27.56,22.71,14.09,34.39,10.13,12.9,7.77,2.18,0.39
2016/08/28 20:00,,143.33,60.63,33.08,22.45,10.34,4.39,0.6,,,61.43,,205.74,71.67,31.27,495.6,398.44,342.77,247.88,100.31,74.6,33.37,187.19,142.82,27.56,22.71,14.09,34.36,10.12,12.9,7.78,2.19,0.42
2016/08/28 21:00,,143.34,60.64,33.08,22.45,10.34,4.37,0.66,,,61.43,,205.73,71.68,31.26,495.6,398.43,342.77,247.87,100.31,74.61,33.36,187.19,142.82,27.56,22.71,14.09,34.38,10.11,12.9,7.79,2.18,0.49
2016/08/28 22:00,,143.33,60.64,33.08,22.44,10.34,4.34,0.7,,,61.43,,205.72,71.68,31.25,495.61,398.43,342.77,247.87,100.3,74.6,33.37,187.18,142.82,27.55,22.71,14.09,34.39,10.11,12.9,7.79,2.19,0.54
2016/08/28 23:00,,143.33,60.64,33.08,22.44,10.34,4.33,0.69,,,61.43,,205.71,71.64,31.25,495.61,398.43,342.76,247.87,100.3,74.6,33.36,187.19,142.82,27.55,22.71,14.1,34.39,10.1,12.9,7.79,2.18,0.55
2016/08/29 00:00,,143.34,60.64,33.07,22.44,10.33,4.3,0.67,,,61.43,,205.69,71.63,31.24,495.61,398.43,342.76,247.87,100.29,74.59,33.37,187.18,142.82,27.55,22.71,14.1,34.39,10.09,12.9,7.79,2.18,0.54
2016/08/29 01:00,,143.31,60.65,33.07,22.44,10.33,4.29,0.62,,,61.43,,205.66,71.62,31.24,495.61,398.43,342.76,247.86,100.29,74.6,33.37,187.19,142.82,27.54,22.71,14.1,34.39,10.08,12.9,7.8,2.18,0.51
2016/08/29 02:00,,143.3,60.66,33.07,22.44,10.33,4.28,0.54,,,61.43,,205.63,71.6,31.26,495.61,398.42,342.76,247.87,100.29,74.59,33.37,187.19,142.82,27.54,22.72,14.11,34.39,10.08,12.9,7.81,2.17,0.46
2016/08/29 03:00,,143.3,60.66,33.07,22.43,10.33,4.28,0.41,,,61.42,,205.58,71.62,31.26,495.61,398.42,342.76,247.86,100.29,74.59,33.36,187.19,142.82,27.54,22.72,14.12,34.39,10.07,12.9,7.83,2.18,0.32
2016/08/29 04:00,,143.3,60.63,33.07,22.43,10.34,4.28,0.31,,,61.43,,205.56,71.53,31.26,495.61,398.42,342.76,247.87,100.29,74.59,33.36,187.19,142.83,27.54,22.73,14.13,34.39,10.06,12.9,7.86,2.2,0.25
2016/08/29 05:00,,143.31,60.63,33.06,22.41,10.32,4.28,0.2,,,61.43,,205.55,71.49,31.26,495.62,398.42,342.76,247.87,100.28,74.6,33.36,187.2,142.83,27.54,22.73,14.13,34.39,10.06,12.9,7.88,2.21,0.16
2016/08/29 06:00,,143.31,60.64,33.05,22.4,10.31,4.28,0.1,,,61.43,,205.56,71.48,31.26,495.64,398.42,342.77,247.87,100.28,74.59,33.36,187.19,142.84,27.54,22.74,14.15,34.39,10.05,12.91,7.91,2.22,0.11
2016/08/29 07:00,,143.31,60.65,33.05,22.39,10.29,4.28,0.07,,,61.43,,205.56,71.5,31.26,495.67,398.42,342.77,247.87,100.29,74.6,33.36,187.2,142.84,27.54,22.74,14.16,34.38,10.04,12.9,7.93,2.23,0.08
2016/08/29 08:00,,143.31,60.65,33.05,22.38,10.27,4.27,0.08,,,61.43,,205.56,71.48,31.3,495.69,398.42,342.78,247.88,100.29,74.6,33.35,187.21,142.85,27.53,22.75,14.17,34.37,10.04,12.9,7.95,2.23,0.07
2016/08/29 09:00,,143.31,60.66,33.05,22.38,10.25,4.26,0.14,,,61.43,,205.56,71.51,31.28,495.72,398.42,342.79,247.88,100.29,74.61,33.36,,142.86,27.53,22.76,14.19,34.37,10.03,12.9,7.98,2.23,0.08
2016/08/29 10:00,,143.31,60.65,33.05,22.38,10.25,4.25,0.29,,,61.44,,205.55,71.49,31.27,495.76,398.43,342.79,247.89,100.3,74.61,33.36,,142.88,27.53,22.77,14.21,34.38,10.03,12.9,8,2.23,0.13
2016/08/29 11:00,,143.3,60.67,33.06,22.38,10.25,4.24,0.43,,,61.45,,205.54,71.5,31.27,495.79,398.43,342.79,247.9,100.31,74.64,33.37,,142.9,27.52,22.78,14.23,34.37,10.02,12.9,8.04,2.23,0.27
2016/08/29 12:00,,143.3,60.66,33.06,22.38,10.26,4.22,0.53,,,61.45,,205.53,71.47,31.27,495.82,398.43,342.81,247.9,100.33,74.65,33.37,,142.93,27.52,22.8,14.26,34.37,10.02,12.9,8.11,2.24,0.37
2016/08/29 13:00,,143.29,60.67,33.07,22.39,10.27,4.22,0.74,,,61.47,,205.52,71.53,31.29,495.85,398.44,342.83,247.91,100.35,74.66,33.39,,142.96,27.52,22.83,14.31,34.36,10.01,12.9,8.2,2.24,0.46
2016/08/29 14:00,,143.29,60.69,33.07,22.39,10.28,4.24,0.7,,,61.48,,205.52,71.49,31.34,495.88,398.45,342.85,247.93,100.37,74.68,33.4,,143,27.52,22.86,14.38,34.36,10,12.9,8.28,2.26,0.54
2016/08/29 15:00,,143.29,60.7,33.08,22.4,10.3,4.25,0.74,,,61.49,,205.52,71.47,31.38,495.92,398.46,342.9,247.95,100.41,74.72,33.41,,143.05,27.52,22.89,14.46,34.36,10,12.91,8.34,2.28,0.59
2016/08/29 16:00,,143.29,60.72,33.09,22.4,10.32,4.26,0.73,,,61.52,,205.52,71.46,31.4,495.97,398.47,342.95,248,100.45,74.73,33.43,,143.11,27.51,22.92,14.5,34.35,9.99,12.91,8.39,2.31,0.59
2016/08/29 17:00,,143.29,60.75,33.11,22.41,10.34,4.29,0.62,,,61.56,,205.52,71.48,31.39,496.02,398.48,343,248.05,100.51,74.78,33.46,187.39,143.2,27.51,22.93,14.55,34.35,9.99,12.91,8.43,2.34,0.57
2016/08/29 18:00,,143.29,60.82,33.14,22.43,10.36,4.31,0.61,,,61.68,,205.52,71.49,31.38,496.06,398.5,343.05,248.07,100.61,74.83,33.5,187.44,143.32,27.51,22.97,14.59,34.35,9.98,12.9,8.54,2.37,0.51
2016/08/29 19:00,,143.29,60.92,33.19,22.45,10.4,4.35,0.61,,,61.78,,205.53,71.49,31.53,496.13,398.52,343.1,248.1,100.76,74.95,33.56,187.48,143.46,27.51,23,14.67,34.36,9.98,12.91,8.9,2.43,0.53
2016/08/29 20:00,,143.33,61.08,33.28,22.5,10.47,4.41,0.65,,,61.87,,205.56,71.49,31.66,496.16,398.54,343.14,248.12,100.97,75.1,33.64,187.51,143.66,27.52,23.07,14.82,34.36,9.97,12.93,9.31,2.54,0.55
2016/08/29 21:00,,143.46,61.22,33.44,22.58,10.55,4.5,0.63,,,61.91,,205.6,71.47,31.73,496.18,398.57,343.18,248.08,101.11,75.3,33.77,187.54,143.76,27.55,23.17,14.99,34.36,9.97,12.98,9.64,2.75,0.65
2016/08/29 22:00,,143.49,61.34,33.6,22.71,10.7,4.59,0.74,,,61.94,,205.62,71.47,31.74,496.23,398.6,343.24,248.08,101.25,75.46,33.96,187.55,143.84,27.6,23.24,15.15,34.37,9.97,13.05,9.73,2.92,0.71
2016/08/29 23:00,,143.49,61.52,33.75,22.91,10.93,4.68,0.85,,,61.97,,205.65,71.56,31.71,496.32,398.62,343.32,248.15,101.35,75.6,34.17,187.58,143.95,27.67,23.29,15.24,34.38,9.96,13.08,9.7,3.01,0.81
2016/08/30 00:00,,143.46,61.6,33.88,23.1,11.23,4.81,0.9,,,62,,205.67,71.57,31.76,496.41,398.66,343.37,248.24,101.47,75.79,34.25,187.62,144.01,27.77,23.3,15.29,34.39,9.96,13.11,9.59,3.08,0.9
2016/08/30 01:00,,143.45,61.82,34.05,23.25,11.56,5,0.91,,,62.06,,205.68,71.56,31.75,496.45,398.71,343.4,248.23,101.55,75.87,34.43,187.64,144.11,27.79,23.32,15.46,34.39,9.96,13.18,9.46,3.15,0.95
2016/08/30 02:00,,143.45,61.86,34.17,23.42,11.79,5.21,0.91,,,62.09,,205.68,71.59,31.8,496.49,398.76,343.46,248.31,101.63,75.97,34.55,187.64,144.26,27.82,23.35,15.57,34.41,9.96,13.21,9.38,3.22,0.99
2016/08/30 03:00,,143.45,61.92,34.27,23.55,12.01,5.42,0.79,,,62.13,,205.68,71.6,31.77,496.57,398.81,343.53,248.12,101.73,76.05,34.62,187.66,144.27,27.83,23.37,15.58,34.42,9.96,13.24,9.33,3.28,0.99
2016/08/30 04:00,,143.44,61.91,34.33,23.63,12.25,5.63,0.74,,,62.18,,205.7,71.64,31.74,496.62,398.87,343.6,248.17,101.79,76.14,34.7,187.68,144.27,27.84,23.38,15.71,34.45,9.95,13.27,9.25,3.33,1.01
2016/08/30 05:00,,143.46,61.91,34.4,23.71,12.45,5.82,0.59,,,62.23,,205.71,71.65,31.72,496.74,398.95,343.69,248.29,101.86,76.22,34.79,187.76,144.48,27.86,23.38,15.7,34.48,9.95,13.28,9.19,3.37,1.06
2016/08/30 06:00,,143.44,61.88,34.44,23.78,12.58,6,0.55,,,62.25,,205.71,71.67,31.73,496.77,399.04,343.78,248.38,101.95,76.49,34.81,187.82,144.58,27.86,23.4,15.62,34.49,9.95,13.29,9.14,3.41,1.14
2016/08/30 07:00,,143.44,61.89,34.48,23.85,12.72,6.15,0.49,,,62.22,,205.71,71.67,31.76,496.93,399.14,343.85,248.47,102.02,76.58,34.9,187.79,144.73,27.86,23.41,15.61,34.52,9.95,13.31,9.1,3.45,1.25
2016/08/30 08:00,,143.43,61.9,34.51,23.92,12.83,6.29,0.53,,,62.31,,205.7,71.73,31.8,496.95,399.21,343.95,248.46,102.11,76.73,34.97,187.94,144.89,27.86,23.41,15.59,34.58,9.95,13.35,9.09,3.48,1.38
2016/08/30 09:00,,143.43,61.93,34.53,23.98,12.95,6.38,0.6,,,62.46,,205.71,71.66,31.85,497,399.26,344,248.6,102.18,76.9,35.05,188,145.03,27.85,23.42,15.61,34.61,9.96,13.39,9.09,3.52,1.48
2016/08/30 10:00,,143.44,61.93,34.57,24.05,13.08,6.48,0.68,,,62.59,,205.72,71.73,31.91,497.03,399.29,344.03,248.58,102.26,77,35.11,187.97,145.11,27.86,23.46,15.64,34.64,9.96,13.45,9.15,3.55,1.59
2016/08/30 11:00,,143.45,61.97,34.61,24.12,13.19,6.58,0.81,,,62.64,,205.74,71.67,32,497.04,399.32,344.08,248.77,102.32,77.11,35.36,188.06,145.1,27.87,23.52,15.7,34.65,9.97,13.5,9.18,3.59,1.69
2016/08/30 12:00,,143.45,61.98,34.65,24.2,13.32,6.65,0.94,,,62.65,,205.76,71.7,32.1,497.13,399.35,344.15,248.33,102.63,77.13,35.45,188.08,145.32,27.88,23.56,15.76,34.65,9.98,13.55,9.2,3.64,1.79
2016/08/30 13:00,,143.43,62.03,34.71,24.27,13.46,6.76,1.09,,,62.68,,205.79,71.78,32.16,497.36,399.32,344.18,248.47,102.48,77.35,35.51,188.16,145.35,27.89,23.6,15.85,34.65,10,13.6,9.21,3.69,1.89
2016/08/30 14:00,,143.44,62.12,34.79,24.34,13.63,6.86,1.21,,,62.75,,205.83,71.75,32.34,497.51,399.36,344.25,248.62,102.68,77.41,35.58,188.34,145.34,27.89,23.68,15.9,34.59,10.01,13.7,9.28,3.74,2.01
2016/08/30 15:00,,143.45,62.22,34.88,24.41,13.78,6.96,1.24,,,62.87,,205.88,71.87,32.47,497.35,399.43,344.28,248.64,102.78,77.47,35.63,188.39,145.69,27.88,23.79,15.99,34.64,10.03,13.83,9.51,3.79,2.09
2016/08/30 16:00,,143.47,62.38,34.99,24.53,13.96,7.08,1.25,,,62.97,,205.92,71.91,32.49,497.35,399.44,344.32,248.72,102.93,77.65,35.73,188.38,,27.88,24.02,16.12,34.72,10.05,13.95,9.66,3.84,2.18
2016/08/30 17:00,,143.48,62.53,35.15,24.66,14.16,7.2,1.27,,,63.09,,205.93,71.97,32.57,497.52,399.49,344.42,248.75,102.88,77.85,35.82,188.47,,27.89,24.17,16.27,34.78,10.07,13.98,9.71,3.88,2.28
2016/08/30 18:00,,143.39,62.68,35.33,24.84,14.39,7.3,1.26,,,63.23,,205.97,71.91,32.73,497.65,399.52,344.46,248.85,102.87,77.95,35.92,188.62,,27.89,24.26,16.42,34.83,10.08,13.96,9.64,3.93,2.35
2016/08/30 19:00,,143.37,62.66,35.52,25.05,14.69,7.43,1.26,,,63.35,,206.01,72,32.84,497.51,399.62,344.57,248.86,102.84,78.01,35.95,188.72,,27.9,24.35,16.59,34.91,10.11,13.94,9.55,3.96,2.4
2016/08/30 20:00,,143.39,62.68,35.66,25.24,14.99,7.57,1.24,,,63.46,,206.04,72.17,32.99,,399.75,344.64,248.87,102.93,78.15,35.95,188.88,,27.96,24.47,16.77,34.96,10.15,14.07,9.54,4,2.46
2016/08/30 21:00,,143.41,62.7,35.78,25.39,15.4,7.72,1.27,,,63.59,,206.09,72.03,33.12,,400.08,344.73,248.85,103.09,78.34,36.04,188.91,,28.06,24.69,17.01,34.99,10.23,14.35,9.59,4.07,2.52
2016/08/30 22:00,,143.47,62.87,35.9,25.55,15.77,7.87,1.36,,,63.55,,206.18,72.16,33.35,,400.5,345.14,248.95,103.05,78.48,36.13,188.85,,28.27,24.88,17.24,35.1,10.72,14.79,9.83,4.17,2.57
2016/08/30 23:00,,143.53,63.11,36.06,25.78,16.09,8.08,1.5,,,63.66,,206.27,72.22,33.51,,400.84,345.53,249.03,103.12,78.51,36.14,188.97,,28.59,25.22,17.43,35.3,10.94,15.15,10.2,4.36,2.63
2016/08/31 00:00,,143.59,63.4,36.26,25.97,16.41,8.29,1.64,,,63.72,,206.52,72.24,33.54,,401.1,,249.36,102.8,78.34,36.26,188.98,,28.86,25.68,17.65,35.45,11.23,15.32,10.52,4.54,2.7
2016/08/31 01:00,,143.69,63.95,36.54,26.16,16.79,8.55,1.72,,,63.89,,206.5,72.4,33.65,,401.26,,249.42,103.44,79.24,36.18,186.87,,28.95,25.92,17.92,35.62,11.52,15.27,10.71,4.66,2.73
2016/08/31 02:00,,143.73,64.79,36.89,26.38,17.13,8.87,1.8,,,64.28,,206.73,72.51,33.95,,401.04,,249.38,103.58,79.38,36.43,,,28.95,25.94,18.22,35.73,11.87,15.35,10.92,4.72,2.76
2016/08/31 03:00,,143.8,64.64,37.71,26.94,17.49,9.2,1.67,,,64.1,,206.85,72.53,34.2,,400.81,,249.29,104.18,79.23,36.56,,,29.11,26.21,18.57,35.83,12.23,15.89,11.48,4.76,2.84
2016/08/31 04:00,,143.87,64.42,38.07,27.79,18.15,9.59,1.52,,,63.87,,206.87,72.68,34.46,,400.55,,249.34,103.97,,36.67,,,29.71,26.69,19.08,35.92,13.03,16.29,12.12,4.82,2.88
2016/08/31 05:00,,143.84,63.95,37.9,28,18.74,10.11,1.38,,,63.7,,206.83,73.41,34.43,,400.3,,249.19,103.49,78.73,36.56,,,30.1,26.9,19.85,36,13.49,16.51,12.69,4.94,2.95
2016/08/31 06:00,,143.79,63.33,37.7,27.83,18.7,10.78,1.36,,,63.5,,206.73,73.64,34.21,,400.12,,249.04,103.96,,36.32,,,30.19,26.72,20.21,36.03,14.2,16.54,12.96,5.1,2.96
2016/08/31 07:00,,143.76,63.04,37.47,27.53,18.6,11.49,1.43,,,63.4,,206.93,73.87,33.96,,399.94,,248.95,102.68,,36.15,,,30.03,26.49,20.24,36.14,14.88,16.45,13.15,5.22,2.96
2016/08/31 08:00,,143.71,62.84,37.25,27.23,18.48,12.06,1.5,,,63.27,,206.88,74.16,33.72,,399.81,,248.85,102.5,,35.89,,,29.69,26.24,20.16,36.26,15.29,16.38,13.35,5.29,2.96
2016/08/31 09:00,,143.73,62.67,37.02,26.93,18.25,12.44,1.65,,,63.17,,207,74.45,33.51,,399.69,,248.78,102.31,,35.8,,,29.45,25.98,19.89,36.34,15.47,16.3,13.51,5.34,3.19
2016/08/31 10:00,,143.71,62.55,36.86,26.69,18.32,12.63,1.77,,,63.1,,206.99,74.28,33.33,,399.6,,248.67,102.16,,35.7,,,29.26,25.78,19.58,36.42,15.51,16.18,13.59,5.36,3.2
2016/08/31 11:00,,143.69,62.47,36.59,26.48,18.2,12.68,1.84,,,63.02,,206.94,74.3,33.19,,399.5,,248.61,101.98,,35.6,,,29.15,25.61,19.3,36.53,15.44,16.06,13.56,5.36,3.18
